internal case75 None
internal case282 4 C=C1CC[C@H](O)C(C)(C)[C@@H]1CC/C(C)=C/CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12>0.1247>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@H]1OC1(C)C>0.1040>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case282 5 C=C1CC[C@H](O)C(C)(C)[C@@H]1CC/C(C)=C/CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12>0.1339>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.0967>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case282 6 C=C1CC[C@H](O)C(C)(C)[C@@H]1CC/C(C)=C/CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12>0.1203>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(/C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(/C)CC[C@@H]1OC1(C)C>0.1052>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case282 7 C=C1CC[C@H](O)C(C)(C)[C@@H]1CC/C(C)=C/CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12>0.1203>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.1046>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case282 8 C=C1CC[C@H](O)C(C)(C)[C@@H]1CC/C(C)=C/CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12>0.1247>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@H]1OC1(C)C>0.0974>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case282 9 C=C1CC[C@H](O)C(C)(C)[C@@H]1CC/C(C)=C/CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12>0.1222>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.0978>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case283 0 CC(C)=CCC[C@]1(C)CC[C@]2(C)[C@H]3CC[C@H]4C(C)(C)[C@@H]5CC[C@]4(O5)[C@]3(C)CC[C@@]2(C)C1>0.1023>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case283 1 CC(C)=CCC[C@]1(C)CC[C@]2(C)[C@H]3CC[C@H]4C(C)(C)[C@@H]5CC[C@]4(O5)[C@]3(C)CC[C@@]2(C)C1>0.1098>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.1048>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case283 2 CC(C)=CCC[C@]1(C)CC[C@]2(C)[C@H]3CC[C@H]4C(C)(C)[C@@H]5CC[C@]4(O5)[C@]3(C)CC[C@@]2(C)C1>0.1098>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.0967>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case283 3 CC(C)=CCC[C@]1(C)CC[C@]2(C)[C@H]3CC[C@H]4C(C)(C)[C@@H]5CC[C@]4(O5)[C@]3(C)CC[C@@]2(C)C1>0.0994>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(/C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(/C)CC[C@@H]1OC1(C)C>0.1052>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case283 4 CC(C)=CCC[C@]1(C)CC[C@]2(C)[C@H]3CC[C@H]4C(C)(C)[C@@H]5CC[C@]4(O5)[C@]3(C)CC[C@@]2(C)C1>0.0994>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.1046>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case283 5 CC(C)=CCC[C@]1(C)CC[C@]2(C)[C@H]3CC[C@H]4C(C)(C)[C@@H]5CC[C@]4(O5)[C@]3(C)CC[C@@]2(C)C1>0.0992>CC(C)=CCCC(C)=CCC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCCC(C)=CCC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.1046>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case283 6 CC(C)=CCC[C@]1(C)CC[C@]2(C)[C@H]3CC[C@H]4C(C)(C)[C@@H]5CC[C@]4(O5)[C@]3(C)CC[C@@]2(C)C1>0.1006>CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.1018>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case283 7 CC(C)=CCC[C@]1(C)CC[C@]2(C)[C@H]3CC[C@H]4C(C)(C)[C@@H]5CC[C@]4(O5)[C@]3(C)CC[C@@]2(C)C1>0.0993>CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.1028>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case283 8 CC(C)=CCC[C@]1(C)CC[C@]2(C)[C@H]3CC[C@H]4C(C)(C)[C@@H]5CC[C@]4(O5)[C@]3(C)CC[C@@]2(C)C1>0.0975>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@H]1OC1(C)C>0.1040>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case283 9 CC(C)=CCC[C@]1(C)CC[C@]2(C)[C@H]3CC[C@H]4C(C)(C)[C@@H]5CC[C@]4(O5)[C@]3(C)CC[C@@]2(C)C1>0.0992>CC(C)=CCCC(C)=CCC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCCC(C)=CCC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.0986>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case284 0 CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CC[C@@H](C)[C@H](C)[C@@H]12>0.1011>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case284 1 CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CC[C@@H](C)[C@H](C)[C@@H]12>0.1096>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.1048>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case284 2 CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CC[C@@H](C)[C@H](C)[C@@H]12>0.1011>CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>0.1087>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case284 3 CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CC[C@@H](C)[C@H](C)[C@@H]12>0.0992>CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>0.1087>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case284 4 CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CC[C@@H](C)[C@H](C)[C@@H]12>0.1096>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.0967>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case284 5 CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CC[C@@H](C)[C@H](C)[C@@H]12>0.0991>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(/C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(/C)CC[C@@H]1OC1(C)C>0.1052>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case284 6 CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CC[C@@H](C)[C@H](C)[C@@H]12>0.0993>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.1046>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case284 7 CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CC[C@@H](C)[C@H](C)[C@@H]12>0.1011>CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>0.1018>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case284 8 CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CC[C@@H](C)[C@H](C)[C@@H]12>0.0961>CC(C)=CCC/C(C)=C/CCC(C)=CCC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CCC(C)=CCC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.1052>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case284 9 CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CC[C@@H](C)[C@H](C)[C@@H]12>0.0984>CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.1028>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case285 0 CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12>0.1028>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case285 1 CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12>0.0943>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case285 2 CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12>0.1112>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.1048>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case285 3 CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12>0.1112>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.0967>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case285 4 CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12>0.1013>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.1046>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case285 5 CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12>0.1006>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(/C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(/C)CC[C@@H]1OC1(C)C>0.1052>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case285 6 CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12>0.0997>CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.1028>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case285 7 CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12>0.1006>CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.1018>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case285 8 CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12>0.0972>CC(C)=CCC/C(C)=C/CCC(C)=CCC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CCC(C)=CCC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.1052>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case285 9 CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12>0.0979>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@H]1OC1(C)C>0.1040>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case286 0 CC(C)=CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C>0.1021>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case286 1 CC(C)=CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C>0.1108>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.1048>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case286 2 CC(C)=CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C>0.1108>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.0967>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case286 3 CC(C)=CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C>0.1000>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(/C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(/C)CC[C@@H]1OC1(C)C>0.1052>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case286 4 CC(C)=CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C>0.1003>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.1046>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case286 5 CC(C)=CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C>0.0990>CC(C)=CCCC(C)=CCC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCCC(C)=CCC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.1046>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case286 6 CC(C)=CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C>0.1014>CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.1018>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case286 7 CC(C)=CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C>0.0998>CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.1028>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case286 8 CC(C)=CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C>0.0979>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@H]1OC1(C)C>0.1040>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case286 9 CC(C)=CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C>0.1003>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CC[C@@H]1OC1(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CC[C@@H]1OC1(C)C>0.0982>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O.CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case287 0 O=C(O)/C=C\c1ccc(O)cc1O>0.1279>O=C(O)/C=C/c1ccc(O)cc1
internal case287 1 O=C(O)/C=C\c1ccc(O)cc1O>0.1173>O=C(O)/C=C/c1ccccc1O|O=C(O)/C=C/c1ccccc1O>0.1144>O=C(O)/C=C/c1ccc(O)cc1
internal case287 2 O=C(O)/C=C\c1ccc(O)cc1O>0.1278>O=C(O)/C=C\c1ccc(O)cc1|O=C(O)/C=C\c1ccc(O)cc1>0.1048>N[C@@H](Cc1ccc(O)cc1)C(=O)O
internal case287 3 O=C(O)/C=C\c1ccc(O)cc1O>0.1244>O=C(O)/C=C\C1=CC=C(O)CC1=O|O=C(O)/C=C\C1=CC=C(O)CC1=O>0.1073>O=C(O)/C=C/c1ccc(O)cc1
internal case287 4 O=C(O)/C=C\c1ccc(O)cc1O>0.1243>N[C@@H](Cc1ccc(O)cc1O)C(=O)O|N[C@@H](Cc1ccc(O)cc1O)C(=O)O>0.1046>N[C@@H](Cc1ccc(O)cc1)C(=O)O
internal case287 5 O=C(O)/C=C\c1ccc(O)cc1O>0.1243>N[C@@H](Cc1ccc(O)cc1O)C(=O)O|N[C@@H](Cc1ccc(O)cc1O)C(=O)O>0.0984>N[C@@H](Cc1ccccc1)C(=O)O
internal case287 6 O=C(O)/C=C\c1ccc(O)cc1O>0.1243>N[C@@H](Cc1ccc(O)cc1O)C(=O)O|N[C@@H](Cc1ccc(O)cc1O)C(=O)O>0.0921>NC(=O)C[C@H](N)C(=O)O
internal case287 7 O=C(O)/C=C\c1ccc(O)cc1O>0.1173>O=C(O)/C=C/c1ccccc1O|O=C(O)/C=C/c1ccccc1O>0.1163>O=C(O)/C=C/c1ccccc1|O=C(O)/C=C/c1ccccc1>0.1073>N[C@@H](Cc1ccccc1)C(=O)O
internal case287 8 O=C(O)/C=C\c1ccc(O)cc1O>0.1205>O=C(O)/C=C\c1ccccc1O|O=C(O)/C=C\c1ccccc1O>0.1088>O=C(O)/C=C\c1ccccc1|O=C(O)/C=C\c1ccccc1>0.1060>N[C@@H](Cc1ccccc1)C(=O)O
internal case287 9 O=C(O)/C=C\c1ccc(O)cc1O>0.1205>O=C(O)/C=C\c1ccccc1O|O=C(O)/C=C\c1ccccc1O>0.1052>O=C(O)/C=C/c1ccccc1|O=C(O)/C=C/c1ccccc1>0.1073>N[C@@H](Cc1ccccc1)C(=O)O
internal case288 0 C=C1Oc2cccc(C(=O)O)c2NC1=O>0.0955>O=C(O)c1cccc2c1NC(=O)C(CO)O2|O=C(O)c1cccc2c1NC(=O)C(CO)O2>0.0979>C=C(O[C@@H]1C=C(C(=O)O)C=C[C@H]1O)C(=O)O
internal case289 0 C=C(Oc1cccc(C(=O)O)c1N)C(=O)O>0.1101>C=C(O[C@@H]1C=C(C(=O)O)C=C[C@H]1O)C(=O)O
