internal case1 None
internal case2 None
internal case3 None
internal case4 None
internal case5 None
internal case6 None
internal case238 0 O=C1/C(=C/c2ccc(O)cc2)Oc2cc(O)ccc21>0.6642>O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O
internal case238 1 O=C1/C(=C/c2ccc(O)cc2)Oc2cc(O)ccc21>3.2628>O=C1/C(=C/c2ccc(O)cc2)Oc2cc(O)cc(O)c21|O=C1/C(=C/c2ccc(O)cc2)Oc2cc(O)cc(O)c21>0.7674>O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)cc1O
internal case238 2 O=C1/C(=C/c2ccc(O)cc2)Oc2cc(O)ccc21>3.0754>O=C(/C=C/c1ccc(O)cc1)c1cc(O)ccc1O|O=C(/C=C/c1ccc(O)cc1)c1cc(O)ccc1O>1.5150>O=C(O)/C=C/c1ccc(O)cc1
internal case238 3 O=C1/C(=C/c2ccc(O)cc2)Oc2cc(O)ccc21>4.1164>O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O|O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O>0.5167>O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O
internal case238 4 O=C1/C(=C/c2ccc(O)cc2)Oc2cc(O)ccc21>3.8857>O=C1/C(=C/c2ccc(O)c(O)c2)Oc2cc(O)ccc21|O=C1/C(=C/c2ccc(O)c(O)c2)Oc2cc(O)ccc21>0.8029>O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O|O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O>0.5167>O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O
internal case238 5 O=C1/C(=C/c2ccc(O)cc2)Oc2cc(O)ccc21>4.0386>O=C(O)/C(O)=C/c1ccc(O)cc1|O=C(O)/C(O)=C/c1ccc(O)cc1>1.0361>O=C(O)C(=O)Cc1ccc(O)cc1|O=C(O)C(=O)Cc1ccc(O)cc1>0.6637>N[C@@H](Cc1ccc(O)cc1)C(=O)O
internal case238 6 O=C1/C(=C/c2ccc(O)cc2)Oc2cc(O)ccc21>2.7937>O=c1ccc2cc(O)ccc2o1|O=c1ccc2cc(O)ccc2o1>1.5715>O=C(O)/C=C\c1cc(O)ccc1O|O=C(O)/C=C\c1cc(O)ccc1O>1.6858>O=C(O)/C=C/c1ccc(O)cc1
internal case238 7 O=C1/C(=C/c2ccc(O)cc2)Oc2cc(O)ccc21>4.2129>O=C1/C(=C/c2ccc(O)cc2)Oc2ccccc21|O=C1/C(=C/c2ccc(O)cc2)Oc2ccccc21>0.4431>O=C(/C=C/c1ccc(O)cc1)c1ccccc1O|O=C(/C=C/c1ccc(O)cc1)c1ccccc1O>1.4569>O=C(O)/C=C/c1ccc(O)cc1
internal case238 8 O=C1/C(=C/c2ccc(O)cc2)Oc2cc(O)ccc21>3.0754>O=C(/C=C/c1ccc(O)cc1)c1cc(O)ccc1O|O=C(/C=C/c1ccc(O)cc1)c1cc(O)ccc1O>3.1956>O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O
internal case238 9 O=C1/C(=C/c2ccc(O)cc2)Oc2cc(O)ccc21>4.0386>O=C(O)/C(O)=C/c1ccc(O)cc1|O=C(O)/C(O)=C/c1ccc(O)cc1>2.4699>N[C@@H](Cc1ccc(O)cc1)C(=O)O
internal case239 0 O=C1c2ccc(O)cc2OC1C(O)c1ccc(O)cc1>3.3879>O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12|O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12>2.8072>O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O
internal case239 1 O=C1c2ccc(O)cc2OC1C(O)c1ccc(O)cc1>1.2913>O=C1c2ccc(O)cc2OC1Cc1ccc(O)cc1|O=C1c2ccc(O)cc2OC1Cc1ccc(O)cc1>2.8581>O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12|O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12>2.8072>O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O
internal case239 2 O=C1c2ccc(O)cc2OC1C(O)c1ccc(O)cc1>3.1015>O=C1c2ccc(O)cc2O[C@H]1c1ccc(O)cc1|O=C1c2ccc(O)cc2O[C@H]1c1ccc(O)cc1>1.5372>O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12|O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12>2.8072>O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O
internal case239 3 O=C1c2ccc(O)cc2OC1C(O)c1ccc(O)cc1>2.8754>O=C1c2ccc(O)cc2OC1[C@H](O)c1ccc(O)cc1|O=C1c2ccc(O)cc2OC1[C@H](O)c1ccc(O)cc1>0.5922>O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)ccc12|O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)ccc12>2.5035>O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12|O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12>1.4751>O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O
internal case239 4 O=C1c2ccc(O)cc2OC1C(O)c1ccc(O)cc1>3.1015>O=C1c2ccc(O)cc2O[C@H]1c1ccc(O)cc1|O=C1c2ccc(O)cc2O[C@H]1c1ccc(O)cc1>0.6420>O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)ccc12|O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)ccc12>2.5035>O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12|O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12>1.4751>O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O
internal case239 5 O=C1c2ccc(O)cc2OC1C(O)c1ccc(O)cc1>3.1080>O=C1c2ccc(O)cc2OC1[C@@H](O)c1ccc(O)cc1|O=C1c2ccc(O)cc2OC1[C@@H](O)c1ccc(O)cc1>0.7327>O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)ccc12|O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)ccc12>2.5035>O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12|O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12>1.4751>O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O
internal case239 6 O=C1c2ccc(O)cc2OC1C(O)c1ccc(O)cc1>1.2913>O=C1c2ccc(O)cc2OC1Cc1ccc(O)cc1|O=C1c2ccc(O)cc2OC1Cc1ccc(O)cc1>3.4675>O=C(Cc1ccc(O)cc1)c1ccc(O)cc1|O=C(Cc1ccc(O)cc1)c1ccc(O)cc1>2.0259>O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1|O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1>1.8565>O=C(O)/C=C/c1ccc(O)cc1
internal case239 7 O=C1c2ccc(O)cc2OC1C(O)c1ccc(O)cc1>2.4098>O=C1c2ccc(O)cc2OC1O|O=C1c2ccc(O)cc2OC1O>3.0047>O=C(O)c1cc(O)ccc1O|O=C(O)c1cc(O)ccc1O>3.5940>O=C(O)/C=C/c1ccc(O)cc1
internal case239 8 O=C1c2ccc(O)cc2OC1C(O)c1ccc(O)cc1>1.2913>O=C1c2ccc(O)cc2OC1Cc1ccc(O)cc1|O=C1c2ccc(O)cc2OC1Cc1ccc(O)cc1>3.4033>O=C1c2ccc(O)cc2O[C@H]1Cc1ccc(O)cc1|O=C1c2ccc(O)cc2O[C@H]1Cc1ccc(O)cc1>1.6802>O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12|O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12>2.8072>O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O
internal case239 9 O=C1c2ccc(O)cc2OC1C(O)c1ccc(O)cc1>1.2913>O=C1c2ccc(O)cc2OC1Cc1ccc(O)cc1|O=C1c2ccc(O)cc2OC1Cc1ccc(O)cc1>3.4675>O=C(Cc1ccc(O)cc1)c1ccc(O)cc1|O=C(Cc1ccc(O)cc1)c1ccc(O)cc1>2.0259>O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1|O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1>4.2719>O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O
internal case240 0 C=C(C)C(C)CC/C(C)=C\CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC(C)C(=C)C>1.2386>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case240 1 C=C(C)C(C)CC/C(C)=C\CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC(C)C(=C)C>2.1599>C=C(C)C(C)CC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C|C=C(C)C(C)CC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C>0.4916>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case240 2 C=C(C)C(C)CC/C(C)=C\CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC(C)C(=C)C>2.3921>C=C(C)C(C)CC/C(C)=C\CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C|C=C(C)C(C)CC/C(C)=C\CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C>0.3169>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case240 3 C=C(C)C(C)CC/C(C)=C\CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC(C)C(=C)C>2.1136>C=C(C)C(C)CC/C(C)=C/CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC=C(C)C|C=C(C)C(C)CC/C(C)=C/CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC=C(C)C>0.6753>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case240 4 C=C(C)C(C)CC/C(C)=C\CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC(C)C(=C)C>2.4680>C=C(C)C(C)CC/C(C)=C\CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC=C(C)C|C=C(C)C(C)CC/C(C)=C\CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC=C(C)C>0.5217>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case240 5 C=C(C)C(C)CC/C(C)=C\CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC(C)C(=C)C>2.4482>C=C(C)C(C)CC/C(C)=C\CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CCC=C(C)C|C=C(C)C(C)CC/C(C)=C\CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CCC=C(C)C>0.5491>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case240 6 C=C(C)C(C)CC/C(C)=C\CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC(C)C(=C)C>2.2687>CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CCC=C(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CCC=C(C)C>0.8848>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case240 7 C=C(C)C(C)CC/C(C)=C\CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC(C)C(=C)C>2.1136>C=C(C)C(C)CC/C(C)=C/CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC=C(C)C|C=C(C)C(C)CC/C(C)=C/CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC=C(C)C>2.4998>C=C(C)C(C)CC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C|C=C(C)C(C)CC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C>0.4916>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case240 8 C=C(C)C(C)CC/C(C)=C\CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC(C)C(=C)C>2.1136>C=C(C)C(C)CC/C(C)=C/CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC=C(C)C|C=C(C)C(C)CC/C(C)=C/CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC=C(C)C>2.1112>CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CCC=C(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CCC=C(C)C>0.8848>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case240 9 C=C(C)C(C)CC/C(C)=C\CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC(C)C(=C)C>2.4680>C=C(C)C(C)CC/C(C)=C\CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC=C(C)C|C=C(C)C(C)CC/C(C)=C\CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC=C(C)C>1.8212>CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CCC=C(C)C|CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C=C(\C)CC/C=C(\C)CCC=C(C)C>0.8848>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
internal case241 0 CC1CC(C)(C)[C@@H]2CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(C)O)[C@@H]5CC[C@]43C)[C@@]2(C)C1>0.5648>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case241 1 CC1CC(C)(C)[C@@H]2CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(C)O)[C@@H]5CC[C@]43C)[C@@]2(C)C1>1.3474>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case241 2 CC1CC(C)(C)[C@@H]2CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(C)O)[C@@H]5CC[C@]43C)[C@@]2(C)C1>2.2496>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case241 3 CC1CC(C)(C)[C@@H]2CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(C)O)[C@@H]5CC[C@]43C)[C@@]2(C)C1>3.5295>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case241 4 CC1CC(C)(C)[C@@H]2CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(C)O)[C@@H]5CC[C@]43C)[C@@]2(C)C1>3.9146>CC(=O)P(=O)(O)OCC=C(C)C|CC(=O)P(=O)(O)OCC=C(C)C>0.4830>CC(C)=CCOP(=O)(O)O|CC(C)=CCOP(=O)(O)O>0.7549>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case241 5 CC1CC(C)(C)[C@@H]2CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(C)O)[C@@H]5CC[C@]43C)[C@@]2(C)C1>4.7452>CC(C)=CCOP(=O)(O)CC(=O)O|CC(C)=CCOP(=O)(O)CC(=O)O>1.1848>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case241 6 CC1CC(C)(C)[C@@H]2CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(C)O)[C@@H]5CC[C@]43C)[C@@]2(C)C1>4.7452>CC(C)=CCOP(=O)(O)CC(=O)O|CC(C)=CCOP(=O)(O)CC(=O)O>1.3031>CC(C)=CCOP(=O)(O)O|CC(C)=CCOP(=O)(O)O>0.7549>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case241 7 CC1CC(C)(C)[C@@H]2CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(C)O)[C@@H]5CC[C@]43C)[C@@]2(C)C1>3.9146>CC(=O)P(=O)(O)OCC=C(C)C|CC(=O)P(=O)(O)OCC=C(C)C>0.4830>CC(C)=CCOP(=O)(O)O|CC(C)=CCOP(=O)(O)O>2.7828>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case241 8 CC1CC(C)(C)[C@@H]2CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(C)O)[C@@H]5CC[C@]43C)[C@@]2(C)C1>6.0958>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O>1.2074>C=C(C)CCOP(=O)(O)OP(=O)(O)O
internal case241 9 CC1CC(C)(C)[C@@H]2CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(C)O)[C@@H]5CC[C@]43C)[C@@]2(C)C1>6.1611>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>1.2032>C=C(C)CCOP(=O)(O)OP(=O)(O)O
internal case242 0 CC(CCC1O[C@@H](O)[C@H](O)[C@@H]1O)C1CC[C@@]2(C)C1CC[C@]1(C)C2CCC2[C@@]3(C)CCCC(C)(C)C3CC[C@]21C>0.9102>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case242 1 CC(CCC1O[C@@H](O)[C@H](O)[C@@H]1O)C1CC[C@@]2(C)C1CC[C@]1(C)C2CCC2[C@@]3(C)CCCC(C)(C)C3CC[C@]21C>1.9851>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case242 2 CC(CCC1O[C@@H](O)[C@H](O)[C@@H]1O)C1CC[C@@]2(C)C1CC[C@]1(C)C2CCC2[C@@]3(C)CCCC(C)(C)C3CC[C@]21C>2.2298>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>1.3932>C=C(C)CCOP(=O)(O)OP(=O)(O)O
internal case242 3 CC(CCC1O[C@@H](O)[C@H](O)[C@@H]1O)C1CC[C@@]2(C)C1CC[C@]1(C)C2CCC2[C@@]3(C)CCCC(C)(C)C3CC[C@]21C>2.5481>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>1.2032>C=C(C)CCOP(=O)(O)OP(=O)(O)O
internal case242 4 CC(CCC1O[C@@H](O)[C@H](O)[C@@H]1O)C1CC[C@@]2(C)C1CC[C@]1(C)C2CCC2[C@@]3(C)CCCC(C)(C)C3CC[C@]21C>2.2298>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>1.7774>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case242 5 CC(CCC1O[C@@H](O)[C@H](O)[C@@H]1O)C1CC[C@@]2(C)C1CC[C@]1(C)C2CCC2[C@@]3(C)CCCC(C)(C)C3CC[C@]21C>2.5481>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>1.6078>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case242 6 CC(CCC1O[C@@H](O)[C@H](O)[C@@H]1O)C1CC[C@@]2(C)C1CC[C@]1(C)C2CCC2[C@@]3(C)CCCC(C)(C)C3CC[C@]21C>2.9106>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>1.4778>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case242 7 CC(CCC1O[C@@H](O)[C@H](O)[C@@H]1O)C1CC[C@@]2(C)C1CC[C@]1(C)C2CCC2[C@@]3(C)CCCC(C)(C)C3CC[C@]21C>2.8890>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>1.5014>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case242 8 CC(CCC1O[C@@H](O)[C@H](O)[C@@H]1O)C1CC[C@@]2(C)C1CC[C@]1(C)C2CCC2[C@@]3(C)CCCC(C)(C)C3CC[C@]21C>2.9106>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>1.5318>C=C(C)CCOP(=O)(O)OP(=O)(O)O
internal case242 9 CC(CCC1O[C@@H](O)[C@H](O)[C@@H]1O)C1CC[C@@]2(C)C1CC[C@]1(C)C2CCC2[C@@]3(C)CCCC(C)(C)C3CC[C@]21C>2.2298>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>2.2128>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case243 0 CC(C)=CCC/C(C)=C/CC[C@@](C)(O)[C@@H]1CC[C@@H]2[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@@]12C>0.3706>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case243 1 CC(C)=CCC/C(C)=C/CC[C@@](C)(O)[C@@H]1CC[C@@H]2[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@@]12C>2.3988>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case243 2 CC(C)=CCC/C(C)=C/CC[C@@](C)(O)[C@@H]1CC[C@@H]2[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@@]12C>2.3158>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>1.2032>C=C(C)CCOP(=O)(O)OP(=O)(O)O
internal case243 3 CC(C)=CCC/C(C)=C/CC[C@@](C)(O)[C@@H]1CC[C@@H]2[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@@]12C>2.3034>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>1.3932>C=C(C)CCOP(=O)(O)OP(=O)(O)O
internal case243 4 CC(C)=CCC/C(C)=C/CC[C@@](C)(O)[C@@H]1CC[C@@H]2[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@@]12C>2.3158>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>1.6078>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case243 5 CC(C)=CCC/C(C)=C/CC[C@@](C)(O)[C@@H]1CC[C@@H]2[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@@]12C>2.3034>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>1.7774>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case243 6 CC(C)=CCC/C(C)=C/CC[C@@](C)(O)[C@@H]1CC[C@@H]2[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@@]12C>2.3158>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O>1.9291>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
