internal case75 None
internal case367 1 COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1OC>0.0999>O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12|O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12>0.1003>O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)cc1O
internal case367 2 COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1OC>0.1000>COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1|COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1>0.0997>O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)cc1O
internal case367 3 COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1OC>0.1006>COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1O|COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1O>0.0929>O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(=O)c=2c(O)c1O|O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(=O)c=2c(O)c1O>0.1394>*C(=O)CC(=O)O
internal case367 4 COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1OC>0.1006>O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12|O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12>0.0999>O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)c(O)c1O|O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)c(O)c1O>0.1004>O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)cc1O
internal case367 5 COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1OC>0.1006>O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12|O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12>0.1001>O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12|O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12>0.1002>O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O
internal case367 6 COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1OC>0.0999>O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12|O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12>0.0989>*C(=O)/C=C/c1ccc(O)cc1|*C(=O)/C=C/c1ccc(O)cc1>0.1010>O=C(O)/C=C/c1ccc(O)cc1
internal case368 0 COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1>0.1013>O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12|O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12>0.1003>O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)cc1O
internal case368 1 COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1>0.1017>COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1|COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1>0.0997>O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)cc1O
internal case368 2 COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1>0.1011>COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1|COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1>0.0997>O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)cc1O
internal case368 3 COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1>0.0909>COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1O|COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1O>0.0929>O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(=O)c=2c(O)c1O|O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(=O)c=2c(O)c1O>0.1394>*C(=O)CC(=O)O
internal case368 4 COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1>0.1013>O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12|O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12>0.0989>*C(=O)/C=C/c1ccc(O)cc1|*C(=O)/C=C/c1ccc(O)cc1>0.1010>O=C(O)/C=C/c1ccc(O)cc1
internal case112 None
internal case113 None
internal case114 None
internal case115 None
internal case116 None
internal case117 None
internal case118 None
internal case119 None
internal case120 0 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O>0.1092>Oc1cc(I)c(O)c(I)c1|Oc1cc(I)c(O)c(I)c1>0.1003>O=C(O)/C=C(\I)C(=O)O|O=C(O)/C=C(\I)C(=O)O>0.0976>N[C@@H](CC(=O)O)C(=O)O
internal case121 0 CC(C)CNO>0.1009>CC(C)C=O|CC(C)C=O>0.1005>CC(C)[C@H](N)C(=O)O
internal case121 1 CC(C)CNO>0.0990>CC(C)/C=N/O|CC(C)/C=N/O>0.1020>CC(C)[C@H](N)C(=O)O
internal case121 2 CC(C)CNO>0.0990>CC(C)/C=N/O|CC(C)/C=N/O>0.0989>CC(C)C[C@H](N)C(=O)O
internal case121 3 CC(C)CNO>0.0998>CC(C)C#N|CC(C)C#N>0.1025>CC(C)/C=N/O|CC(C)/C=N/O>0.1020>CC(C)[C@H](N)C(=O)O
internal case121 4 CC(C)CNO>0.0998>CC(C)C#N|CC(C)C#N>0.1005>CC(C)/C=N\O|CC(C)/C=N\O>0.1023>CC(C)[C@H](N)C(=O)O
internal case121 5 CC(C)CNO>0.0998>CC(C)C#N|CC(C)C#N>0.1004>CC(C)/C(N)=N\O|CC(C)/C(N)=N\O>0.1011>CC(C)[C@H](N)C(=O)O
internal case121 6 CC(C)CNO>0.0998>CC(C)C#N|CC(C)C#N>0.1025>CC(C)/C=N/O|CC(C)/C=N/O>0.0989>CC(C)C[C@H](N)C(=O)O
internal case121 7 CC(C)CNO>0.1003>CC(C)CN=O|CC(C)CN=O>0.0989>CC(C)/C=N/O|CC(C)/C=N/O>0.1020>CC(C)[C@H](N)C(=O)O
internal case121 8 CC(C)CNO>0.0998>CC(C)C#N|CC(C)C#N>0.1004>CC(C)/C(N)=N\O|CC(C)/C(N)=N\O>0.1003>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case121 9 CC(C)CNO>0.0991>CC(C)CN(O)O|CC(C)CN(O)O>0.0994>CC(C)C=NO|CC(C)C=NO>0.1011>CC(C)[C@H](N)C(=O)O
internal case122 0 CC(C)=C[C@@H]1[C@@H](C=O)C1(C)C>0.1007>CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C|CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C>0.1007>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case122 1 CC(C)=C[C@@H]1[C@@H](C=O)C1(C)C>0.1007>CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C|CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C>0.1006>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case122 2 CC(C)=C[C@@H]1[C@@H](C=O)C1(C)C>0.1007>CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C|CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C>0.1006>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case122 3 CC(C)=C[C@@H]1[C@@H](C=O)C1(C)C>0.1007>CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C|CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C>0.1003>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case122 4 CC(C)=C[C@@H]1[C@@H](C=O)C1(C)C>0.1000>CC(C)=C[C@@H]1[C@@H](COP(=O)(O)O)C1(C)C|CC(C)=C[C@@H]1[C@@H](COP(=O)(O)O)C1(C)C>0.0977>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case122 5 CC(C)=C[C@@H]1[C@@H](C=O)C1(C)C>0.1021>CC(C)=C[C@@H]1[C@@H](CO)C1(C)C|CC(C)=C[C@@H]1[C@@H](CO)C1(C)C>0.1009>CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C|CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C>0.1007>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case122 6 CC(C)=C[C@@H]1[C@@H](C=O)C1(C)C>0.1021>CC(C)=C[C@@H]1[C@@H](CO)C1(C)C|CC(C)=C[C@@H]1[C@@H](CO)C1(C)C>0.1009>CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C|CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C>0.1006>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case122 7 CC(C)=C[C@@H]1[C@@H](C=O)C1(C)C>0.1021>CC(C)=C[C@@H]1[C@@H](CO)C1(C)C|CC(C)=C[C@@H]1[C@@H](CO)C1(C)C>0.1009>CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C|CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C>0.1006>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case122 8 CC(C)=C[C@@H]1[C@@H](C=O)C1(C)C>0.1021>CC(C)=C[C@@H]1[C@@H](CO)C1(C)C|CC(C)=C[C@@H]1[C@@H](CO)C1(C)C>0.1009>CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C|CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C>0.1003>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case122 9 CC(C)=C[C@@H]1[C@@H](C=O)C1(C)C>0.1007>CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C|CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C>0.0993>C=C(C)[C@@H]1[C@@H](C=C(C)C)C1(C)C|C=C(C)[C@@H]1[C@@H](C=C(C)C)C1(C)C>0.1013>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case123 0 CC(C)=C[C@@H]1[C@@H](CO)C1(C)C>0.1009>CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C|CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C>0.1007>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case123 1 CC(C)=C[C@@H]1[C@@H](CO)C1(C)C>0.1009>CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C|CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C>0.1006>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case123 2 CC(C)=C[C@@H]1[C@@H](CO)C1(C)C>0.1009>CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C|CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C>0.1006>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case123 3 CC(C)=C[C@@H]1[C@@H](CO)C1(C)C>0.1009>CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C|CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C>0.1003>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case123 4 CC(C)=C[C@@H]1[C@@H](CO)C1(C)C>0.0999>CC(C)=C[C@@H]1[C@@H](COP(=O)(O)O)C1(C)C|CC(C)=C[C@@H]1[C@@H](COP(=O)(O)O)C1(C)C>0.0977>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case123 5 CC(C)=C[C@@H]1[C@@H](CO)C1(C)C>0.1015>CC(C)=C[C@@H]1[C@@H](C=O)C1(C)C|CC(C)=C[C@@H]1[C@@H](C=O)C1(C)C>0.1007>CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C|CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C>0.1007>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case123 6 CC(C)=C[C@@H]1[C@@H](CO)C1(C)C>0.1015>CC(C)=C[C@@H]1[C@@H](C=O)C1(C)C|CC(C)=C[C@@H]1[C@@H](C=O)C1(C)C>0.1007>CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C|CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C>0.1006>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case123 7 CC(C)=C[C@@H]1[C@@H](CO)C1(C)C>0.1015>CC(C)=C[C@@H]1[C@@H](C=O)C1(C)C|CC(C)=C[C@@H]1[C@@H](C=O)C1(C)C>0.1007>CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C|CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C>0.1006>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case123 8 CC(C)=C[C@@H]1[C@@H](CO)C1(C)C>0.1015>CC(C)=C[C@@H]1[C@@H](C=O)C1(C)C|CC(C)=C[C@@H]1[C@@H](C=O)C1(C)C>0.1007>CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C|CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C>0.1003>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case123 9 CC(C)=C[C@@H]1[C@@H](CO)C1(C)C>0.1009>CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C|CC(C)=C[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)C1(C)C>0.0993>C=C(C)[C@@H]1[C@@H](C=C(C)C)C1(C)C|C=C(C)[C@@H]1[C@@H](C=C(C)C)C1(C)C>0.1013>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case124 0 C=CC(C)(CO)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O>0.1414>C=C[C@]1(C)CO1|C=C[C@]1(C)CO1>0.1017>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case124 1 C=CC(C)(CO)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O>0.0950>C=CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O|C=CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O>0.1068>N[C@@H](CCC(=O)O)C(=O)O
internal case124 2 C=CC(C)(CO)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O>0.1005>C=C[C@@]1(C)CO1|C=C[C@@]1(C)CO1>0.1003>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case124 3 C=CC(C)(CO)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O>0.0954>N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O|N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O>0.1010>N[C@@H](CS)C(=O)O
internal case124 4 C=CC(C)(CO)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O>0.0944>C=CC(C)(CO)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)O|C=CC(C)(CO)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)O>0.0992>N[C@@H](CCC(=O)O)C(=O)O
internal case124 5 C=CC(C)(CO)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O>0.0946>C=CC(C)(CO)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)NCC(=O)O|C=CC(C)(CO)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)NCC(=O)O>0.1622>C=C[C@]1(C)CO1|C=C[C@]1(C)CO1>0.1017>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case124 6 C=CC(C)(CO)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O>0.1414>C=C[C@]1(C)CO1|C=C[C@]1(C)CO1>0.0991>C=CC(C)(C)O|C=CC(C)(C)O>0.1023>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case124 7 C=CC(C)(CO)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O>0.1414>C=C[C@]1(C)CO1|C=C[C@]1(C)CO1>0.1002>C=C[C@@](C)(O)CO|C=C[C@@](C)(O)CO>0.1009>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case124 8 C=CC(C)(CO)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O>0.1414>C=C[C@]1(C)CO1|C=C[C@]1(C)CO1>0.0991>C=CC(=C)C|C=CC(=C)C>0.1019>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case124 9 C=CC(C)(CO)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O>0.1414>C=C[C@]1(C)CO1|C=C[C@]1(C)CO1>0.1007>C=C[C@](C)(O)CO|C=C[C@](C)(O)CO>0.0992>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case125 0 C=C[C@]1(C)CO1>0.1017>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case125 1 C=C[C@]1(C)CO1>0.0991>C=CC(C)(C)O|C=CC(C)(C)O>0.1023>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case125 2 C=C[C@]1(C)CO1>0.1002>C=C[C@@](C)(O)CO|C=C[C@@](C)(O)CO>0.1009>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case125 3 C=C[C@]1(C)CO1>0.0991>C=CC(=C)C|C=CC(=C)C>0.1019>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case125 4 C=C[C@]1(C)CO1>0.1007>C=C[C@](C)(O)CO|C=C[C@](C)(O)CO>0.0992>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case125 5 C=C[C@]1(C)CO1>0.0991>C=CC(=C)C|C=CC(=C)C>0.1008>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case125 6 C=C[C@]1(C)CO1>0.0990>C=CC(C)(O)CCl|C=CC(C)(O)CCl>0.1009>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case125 7 C=C[C@]1(C)CO1>0.1012>C=CC(C)(O)CO|C=CC(C)(O)CO>0.1009>C=CC(C)(O)COP(=O)(O)O|C=CC(C)(O)COP(=O)(O)O>0.0987>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case125 8 C=C[C@]1(C)CO1>0.1012>C=CC(C)(O)CO|C=CC(C)(O)CO>0.1009>C=CC(C)(O)COP(=O)(O)O|C=CC(C)(O)COP(=O)(O)O>0.0987>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case125 9 C=C[C@]1(C)CO1>0.1012>C=CC(C)(O)CO|C=CC(C)(O)CO>0.1009>C=CC(C)(O)COP(=O)(O)O|C=CC(C)(O)COP(=O)(O)O>0.0986>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case126 0 C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)CO>0.1000>CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O|CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O>0.0995>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case126 1 C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)CO>0.1000>CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O|CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O>0.0991>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case126 2 C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)CO>0.0994>CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O|CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O>0.0997>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case126 3 C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)CO>0.1003>C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O)CO|C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O)CO>0.1408>CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O|CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O>0.0991>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case126 4 C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)CO>0.1000>CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O|CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O>0.1001>CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]1O|CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]1O>0.1308>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case126 5 C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)CO>0.1002>C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)COP(=O)(O)O|C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)COP(=O)(O)O>0.1008>C=C(C)COP(=O)(O)O|C=C(C)COP(=O)(O)O>0.0991>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case126 6 C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)CO>0.1002>C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)COP(=O)(O)O|C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)COP(=O)(O)O>0.1008>C=C(C)COP(=O)(O)O|C=C(C)COP(=O)(O)O>0.0991>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case126 7 C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)CO>0.1002>C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)COP(=O)(O)O|C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)COP(=O)(O)O>0.1008>C=C(C)COP(=O)(O)O|C=C(C)COP(=O)(O)O>0.0990>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case126 8 C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)CO>0.1002>C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)COP(=O)(O)O|C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)COP(=O)(O)O>0.1008>C=C(C)COP(=O)(O)O|C=C(C)COP(=O)(O)O>0.0990>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case127 0 CNc1ccccc1C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O>0.1008>CNc1ccccc1C(=O)O|CNc1ccccc1C(=O)O>0.1006>Nc1ccccc1C(=O)O
internal case127 1 CNc1ccccc1C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O>0.1008>CNc1ccccc1C(=O)O|CNc1ccccc1C(=O)O>0.1062>O=CNc1ccccc1C(=O)O|O=CNc1ccccc1C(=O)O>0.1029>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
